job_title_short,job_posted_date,job_country,job_skills,salary_year_avg
Data Engineer,2023-01-06 14:43:44,United Arab Emirates,"['sql', 'python', 'redshift', 'aws', 'bigquery', 'snowflake', 'linux', 'terminal']",96760.5
Data Analyst,2023-01-10 23:59:53,United States,"['sql', 'python', 'r', 'snowflake', 'tableau', 'flow']",105000.0
Senior Data Scientist,2023-03-15 13:03:01,United States,"['sas', 'sas', 'python', 'r']",115000.0
Data Scientist,2023-08-04 03:54:50,Sudan,"['python', 'r', 'scala', 'sql', 'mongodb', 'mongodb', 'pandas', 'pytorch', 'tidyverse', 'tensorflow', 'keras', 'spark', 'pyspark', 'jenkins']",179500.0
Data Scientist,2023-01-11 07:47:30,United States,"['c#', 'c++', 'python', 'hadoop', 'pandas', 'jupyter', 'windows', 'excel']",145000.0
Data Engineer,2023-10-27 09:19:54,Canada,['colocation'],101014.0
Senior Data Engineer,2023-06-30 16:12:06,United States,"['sql', 'python', 'snowflake', 'azure', 'aws', 'kafka', 'flow']",160000.0
Data Engineer,2023-03-30 04:36:13,Cyprus,"['sql', 'python', 'flow']",147500.0
Data Scientist,2023-11-12 16:02:02,United States,"['sql', 'python', 'r', 'sas', 'sas', 'matlab']",139815.984375
Data Analyst,2023-12-13 21:01:44,United States,"['sql', 'python', 'javascript', 'css', 'sql server', 'oracle', 'unix', 'tableau', 'sharepoint', 'sheets']",67818.0
Data Engineer,2023-08-20 12:56:58,United States,"['sql', 'python', 'ruby', 'ruby', 'javascript', 'scala', 'c++', 'java', 'go', 'postgresql', 'aws']",115000.0
Data Scientist,2023-02-20 01:04:57,United States,"['python', 'sql', 'tensorflow', 'keras']",140000.0
Data Engineer,2023-08-31 23:03:53,United States,"['sql', 'powershell', 'sql server', 'azure', 'databricks', 'power bi', 'ssis', 'flow']",120000.0
Data Scientist,2023-10-03 04:24:24,United States,"['nosql', 'sql', 'mysql', 'azure', 'flow']",152221.5
Data Engineer,2023-03-01 20:17:52,United States,"['sql', 'azure', 'power bi', 'cognos']",110000.0
Data Scientist,2023-05-09 11:07:10,United States,"['python', 'pyspark']",115000.0
Senior Data Scientist,2023-07-09 04:15:58,United Kingdom,"['python', 'tensorflow', 'pytorch', 'numpy']",157500.0
Data Analyst,2023-08-31 22:01:38,United States,"['sql', 'python', 'r', 'tableau']",75000.0
Data Engineer,2023-07-19 18:11:36,United States,"['nosql', 'java', 'bash', 'python', 'mongodb', 'mongodb', 'dynamodb', 'postgresql', 'cassandra', 'mysql', 'aws', 'snowflake', 'aurora', 'hadoop', 'kafka', 'linux', 'centos', 'suse', 'yarn', 'ansible', 'gitlab']",125000.0
Data Analyst,2023-05-24 18:01:36,United States,"['crystal', 'sql', 'html', 'sql server', 'sap', 'excel', 'power bi']",69500.0
Data Engineer,2023-02-24 13:42:17,Philippines,"['python', 'php', 'linux']",96773.0
Data Scientist,2023-03-24 23:38:36,Sudan,['sql'],152500.0
Senior Data Analyst,2023-11-13 16:02:13,United States,"['sql', 'shell', 'oracle', 'unix', 'excel', 'tableau']",90000.0
Senior Data Scientist,2023-07-15 00:54:23,United States,"['matlab', 'fortran', 'sap', 'atlassian', 'bitbucket', 'jira']",154000.0
Data Analyst,2023-12-14 21:00:26,United States,"['go', 'sql', 'sas', 'sas', 'html', 'css', 'excel', 'power bi', 'tableau', 'asana']",56500.0
Data Engineer,2023-09-19 16:50:30,United States,"['azure', 'databricks']",135000.0
Business Analyst,2023-03-26 23:02:57,United States,"['outlook', 'excel', 'word', 'powerpoint']",35000.0
Data Analyst,2023-09-18 20:01:44,United States,['excel'],102500.0
Data Engineer,2023-05-30 00:28:07,Israel,"['python', 'scala', 'sql', 'aws', 'azure', 'spark', 'kafka', 'airflow']",147500.0
Data Analyst,2023-08-25 16:46:39,United States,"['sql', 'javascript']",117500.0
Senior Data Engineer,2023-01-22 10:08:53,United States,"['python', 'java', 'kafka', 'linux', 'ansible', 'flow']",150000.0
Data Analyst,2023-08-12 10:00:05,United States,"['sql', 'tableau', 'excel', 'looker']",106000.0
Data Analyst,2023-06-25 09:22:45,United States,"['r', 'python', 'sas', 'sas', 'sql', 'tableau', 'qlik', 'power bi', 'looker']",82500.0
Data Scientist,2023-09-22 09:03:56,United States,"['python', 'r']",88512.5
Data Scientist,2023-10-04 07:03:04,United States,"['python', 'r']",108000.0
Business Analyst,2023-09-28 08:01:27,United States,"['sql', 'bigquery', 'tableau']",55000.0
Senior Data Scientist,2023-02-20 12:02:45,United States,"['sql', 'looker', 'tableau']",115000.0
Data Engineer,2023-03-22 07:23:31,United States,['sql'],90000.0
Data Engineer,2023-08-22 20:09:41,United States,"['python', 'sql', 'scala', 'java', 'shell', 'nosql', 'mongodb', 'mongodb', 'cassandra', 'mysql', 'aws', 'azure', 'databricks', 'redshift', 'snowflake', 'spark', 'hadoop', 'kafka', 'unix', 'linux']",119550.0
Data Engineer,2023-10-29 07:07:55,United States,"['sql', 'python']",146361.0
Data Analyst,2023-11-24 19:20:27,United States,"['excel', 'powerpoint']",75000.0
Data Analyst,2023-08-30 09:06:54,United States,"['sql', 'r', 'python', 'go']",113769.5
Data Scientist,2023-03-10 08:04:47,United States,"['r', 'python', 'sql', 'nosql', 'mysql', 'hadoop', 'kafka', 'spark', 'plotly', 'seaborn', 'ggplot2']",115000.0
Data Scientist,2023-07-21 18:03:07,United States,"['sql', 'python', 'r', 'go']",198500.0
Data Engineer,2023-03-28 07:09:38,United States,"['scala', 'java', 'aws', 'spring']",125000.0
Data Analyst,2023-11-24 09:00:07,United States,"['sql', 'python']",125000.0
Senior Data Scientist,2023-08-08 11:03:47,United States,"['matlab', 'python', 'r', 'azure', 'databricks', 'spark']",156000.0
Data Scientist,2023-07-25 10:03:02,United States,"['python', 'tensorflow', 'pytorch', 'keras']",210000.0
Data Scientist,2023-08-18 04:05:29,United States,"['python', 'c', 'go', 'aws', 'gcp', 'databricks', 'numpy', 'pandas', 'tensorflow', 'pytorch', 'scikit-learn', 'git']",157500.0
Data Analyst,2023-02-13 12:59:57,United States,"['sql', 'excel']",86400.0
Data Engineer,2023-05-02 23:07:46,United States,"['sql', 'python', 'bigquery', 'gcp', 'aws', 'airflow', 'docker', 'kubernetes', 'jenkins', 'ansible', 'terraform']",212500.0
Machine Learning Engineer,2023-06-23 01:54:35,Romania,"['python', 'aws', 'docker']",166000.0
Data Scientist,2023-08-25 02:07:46,United States,"['python', 'r', 'matlab', 'tableau', 'flow']",100000.0
Data Analyst,2023-02-09 02:56:34,United States,"['r', 'python', 'tableau', 'qlik']",90000.0
Data Scientist,2023-08-31 21:07:29,United States,"['sas', 'sas', 'r', 'python', 'gitlab']",118080.0
Data Analyst,2023-04-10 12:53:34,United States,"['sql', 'excel', 'npm']",60000.0
Senior Data Engineer,2023-10-04 15:09:23,United States,"['python', 'aws', 'pyspark', 'spark', 'kafka', 'airflow', 'kubernetes']",160000.0
Data Analyst,2023-10-31 21:57:47,United States,"['excel', 'word', 'powerpoint', 'cognos', 'tableau', 'power bi']",90000.0
Senior Data Scientist,2023-05-17 03:21:39,United Kingdom,"['python', 'sql', 'gcp', 'azure', 'aws', 'matplotlib', 'seaborn']",157500.0
Data Analyst,2023-03-27 20:00:08,United States,"['tableau', 'alteryx']",175000.0
Data Scientist,2023-03-24 18:05:22,United States,"['python', 'r', 'nosql', 'hadoop']",70000.0
Data Scientist,2023-04-12 08:01:26,United States,"['r', 'python', 'matlab', 'ruby', 'ruby', 'flask', 'django', 'fastapi', 'tableau', 'github', 'jenkins', 'jira']",115000.0
Senior Data Scientist,2023-02-22 16:02:31,United States,"['python', 'aws', 'pandas', 'numpy', 'spark', 'excel']",195500.0
Senior Data Analyst,2023-12-07 10:54:07,Panama,"['sql', 'snowflake', 'airflow', 'jupyter', 'looker', 'tableau', 'power bi']",160000.0
Data Analyst,2023-08-17 13:00:09,United States,"['python', 'sql', 'pandas']",240000.0
Data Analyst,2023-09-28 00:00:58,United States,"['tableau', 'excel', 'visio', 'terminal', 'smartsheet']",93500.0
Data Scientist,2023-06-08 07:02:43,United States,"['sql', 'r', 'python', 'hadoop', 'tableau']",150000.0
Senior Data Analyst,2023-08-15 23:41:01,Germany,"['python', 'r', 'go', 'sql', 'looker', 'tableau']",111175.0
Data Analyst,2023-06-01 20:01:22,United States,"['r', 'python', 'tableau']",190000.0
Senior Data Analyst,2023-07-17 10:00:36,United States,"['c', 'ms access']",125000.0
Data Scientist,2023-02-11 23:04:41,United States,"['python', 'r', 'scala', 'sql', 'azure', 'databricks', 'aws', 'spark', 'matplotlib', 'ggplot2', 'hadoop', 'word', 'power bi', 'tableau', 'spreadsheet', 'excel', 'powerpoint']",136400.0
Data Analyst,2023-10-11 22:34:40,United States,"['go', 'power bi', 'excel']",66749.84375
Data Scientist,2023-10-19 16:13:39,Sudan,"['python', 'sql']",150000.0
Data Engineer,2023-11-15 11:09:15,United States,"['python', 'sql', 'aws', 'azure', 'airflow', 'hadoop', 'spark']",132500.0
Senior Data Scientist,2023-05-17 14:32:37,United Kingdom,"['spark', 'docker']",157500.0
Data Analyst,2023-04-14 03:00:49,United States,"['sql', 'python', 'r', 'excel']",74050.0
Data Analyst,2023-07-06 21:00:26,United States,"['sql', 'sql server', 'oracle', 'flow']",77000.0
Data Engineer,2023-05-15 15:50:34,India,"['python', 'sql', 'java', 'no-sql', 'snowflake', 'unix']",147500.0
Data Engineer,2023-05-03 06:59:08,Sudan,"['sql', 'sql server', 'oracle']",125000.0
Data Scientist,2023-01-17 15:04:38,United States,"['sql', 'python', 'r']",151500.0
Senior Data Engineer,2023-06-20 19:32:11,United States,"['java', 'javascript', 'python', 'nosql', 'sql', 'azure', 'databricks', 'aws', 'redshift']",100000.0
Machine Learning Engineer,2023-12-12 18:28:46,Canada,"['python', 'java', 'scala']",179000.0
Data Analyst,2023-04-13 13:59:50,United States,"['sql', 'python', 'vba', 'tableau', 'excel']",67070.0
Data Analyst,2023-12-16 13:02:31,United States,"['sql', 'excel', 'ms access']",54000.0
Data Scientist,2023-04-13 21:01:09,United States,"['r', 'redshift', 'unreal']",90000.0
Data Scientist,2023-10-21 15:02:51,United States,"['python', 'r']",155000.0
Data Analyst,2023-10-17 15:01:41,United States,"['outlook', 'word', 'excel', 'powerpoint']",62500.0
Data Analyst,2023-10-24 19:00:04,United States,"['excel', 'spreadsheet']",61500.0
Data Engineer,2023-08-09 10:06:22,United States,"['c++', 'sqlite', 'linux']",150000.0
Data Engineer,2023-05-26 23:06:48,United States,"['sql', 'nosql', 'mongodb', 'mongodb', 'python', 'java', 'scala', 'elasticsearch', 'aws', 'redshift', 'hadoop', 'spark', 'kafka']",50000.0
Senior Data Scientist,2023-11-24 06:03:13,United States,"['python', 'r', 'julia', 'pytorch', 'tensorflow']",135519.0
Data Engineer,2023-03-14 12:27:42,Canada,"['azure', 'snowflake', 'alteryx']",90000.0
Data Analyst,2023-02-09 21:02:09,United States,"['python', 'sql', 'nosql', 'matlab', 'r']",70000.0
Senior Data Engineer,2023-10-12 00:32:34,Sudan,"['python', 'sql', 'aws', 'snowflake', 'databricks', 'pyspark', 'spark', 'hadoop']",155000.0
Senior Data Engineer,2023-09-23 12:23:02,United States,"['sql', 'python', 'javascript', 'dynamodb', 'aws', 'node.js']",135519.0
Data Analyst,2023-06-30 12:02:22,United States,"['crystal', 'visual basic', 'sql', 'excel', 'word']",86450.0
Data Analyst,2023-05-25 20:01:32,United States,"['sql', 'crystal', 'html', 'sql server', 'sap', 'excel', 'power bi']",69500.0
Data Analyst,2023-06-23 14:06:23,United States,"['sql', 'python', 'c', 'sas', 'sas', 'html', 'css', 'sass', 'mysql', 'db2', 'sql server', 'postgresql', 'aws', 'redshift', 'oracle', 'flask', 'tableau', 'sap', 'git', 'github']",67897.0
Data Engineer,2023-03-15 14:33:02,United States,"['sql', 'nosql', 'sql server', 'azure', 'power bi', 'tableau']",125000.0
Data Analyst,2023-05-04 22:02:43,United States,"['sas', 'sas', 'sql', 'tableau']",59785.0
Senior Data Analyst,2023-06-27 08:02:55,United States,"['sql', 'sas', 'sas', 'html', 'css', 'jquery', 'excel', 'spss']",225000.0
Data Engineer,2023-01-19 19:05:29,Germany,['sql'],56700.0
Data Scientist,2023-08-23 14:03:58,United States,"['sql', 'python', 'r']",242500.0
Data Scientist,2023-07-01 15:04:58,United States,"['vba', 'javascript', 'r', 'python', 'sql', 'c#', 'html', 'css', 'word', 'excel', 'powerpoint', 'sharepoint']",98529.578125
Data Engineer,2023-07-07 15:08:29,United States,"['nosql', 'javascript', 'ssis']",110000.0
Data Analyst,2023-08-30 23:52:44,United States,"['oracle', 'sheets']",40000.0
Data Analyst,2023-09-14 16:00:35,United States,"['sql', 'spreadsheet', 'excel']",52500.0
Data Engineer,2023-07-09 11:48:42,Sudan,"['javascript', 'python', 'sql', 'nosql', 'react', 'angular', 'vue', 'terminal']",200000.0
Senior Data Scientist,2023-10-03 12:17:29,Sudan,"['python', 'r', 'hadoop', 'spark', 'pandas', 'numpy']",95000.0
Senior Data Analyst,2023-03-15 20:31:57,United States,"['sql', 'python', 'sas', 'sas', 'r', 'sql server', 'snowflake', 'databricks', 'power bi', 'tableau', 'word', 'excel', 'visio', 'outlook', 'jira']",90000.0
Senior Data Scientist,2023-05-25 13:03:34,United States,"['python', 'r', 'scala']",150000.0
Data Analyst,2023-11-17 20:24:05,Hong Kong,"['azure', 'hadoop', 'spark', 'kafka']",59400.0
Data Analyst,2023-06-23 14:00:03,United States,"['r', 'sas', 'sas', 'sql', 'spss']",73592.0
Data Scientist,2023-07-26 07:01:25,United States,"['sql', 'sas', 'sas', 'python', 'r', 'snowflake', 'phoenix', 'tableau', 'excel']",125930.0
Data Scientist,2023-07-04 10:27:02,France,"['python', 'go', 'java']",89100.0
Data Engineer,2023-02-14 15:06:50,United States,"['python', 'sql', 'sql server', 'azure']",125000.0
Data Engineer,2023-04-07 15:04:04,United States,"['sql', 'python', 'java', 'scala', 'nosql', 'azure', 'aws', 'gcp', 'spark', 'kafka', 'flow']",150000.0
Senior Data Scientist,2023-04-08 12:03:05,United States,"['python', 'sql', 'excel']",204000.0
Data Engineer,2023-02-14 14:34:06,Sudan,"['python', 'snowflake', 'bigquery', 'kafka', 'spark', 'airflow']",125000.0
Data Scientist,2023-04-26 07:07:20,United States,['phoenix'],90200.0
Data Engineer,2023-04-10 22:04:11,United States,"['sql', 'python', 'scala', 'aws', 'azure', 'snowflake', 'databricks', 'airflow', 'kafka', 'hadoop', 'spark']",137500.0
Data Scientist,2023-02-03 15:04:38,United States,['tableau'],145000.0
Data Analyst,2023-02-20 16:49:58,France,"['r', 'python', 'sql', 'bigquery', 'airflow', 'tableau', 'github']",51014.0
Data Analyst,2023-12-19 17:00:21,United States,"['sql', 'python', 'power bi']",73100.0
Data Engineer,2023-07-25 08:20:23,Canada,"['python', 'java', 'aws', 'redshift', 'snowflake', 'airflow', 'ubuntu', 'excel']",175000.0
Data Analyst,2023-05-31 01:00:45,United States,"['sql', 'excel', 'ssrs', 'ssis', 'tableau', 'power bi']",121025.0
Data Engineer,2023-10-13 15:12:43,Sudan,"['sql', 'python', 'azure', 'github']",130000.0
Data Scientist,2023-02-17 09:01:37,Sudan,"['sql', 'python', 'java', 'javascript', 'vb.net', 'sql server', 'oracle', 'power bi', 'alteryx', 'ms access']",80850.0
Senior Data Engineer,2023-02-07 10:15:38,United Kingdom,"['sql', 'gcp', 'aws', 'kubernetes', 'flow']",153695.5
Data Scientist,2023-05-12 04:06:34,United States,"['r', 'python', 'sql']",165000.0
Senior Data Analyst,2023-06-19 10:31:42,United Kingdom,"['sql', 'nosql', 'tableau', 'excel']",111175.0
Machine Learning Engineer,2023-06-24 06:24:08,Vietnam,"['java', 'python', 'r', 'sql', 'oracle', 'sap']",79200.0
Data Analyst,2023-02-03 15:51:33,Italy,['bigquery'],51014.0
Data Engineer,2023-01-02 23:49:28,United States,"['python', 'bigquery', 'airflow']",130000.0
Data Analyst,2023-04-03 23:01:04,United States,"['python', 'java', 'sql', 'sql server', 'windows', 'word', 'excel', 'powerpoint']",72500.0
Data Analyst,2023-04-26 08:00:19,United States,"['sql', 'c#', 'python']",90000.0
Data Analyst,2023-06-10 08:59:55,United States,"['sql', 'excel', 'tableau', 'qlik', 'powerpoint', 'sheets', 'flow']",125000.0
Data Analyst,2023-04-18 13:38:59,Spain,"['sql', 'python', 'r', 'databricks', 'pandas', 'numpy', 'matplotlib', 'scikit-learn', 'airflow', 'word', 'tableau']",111175.0
Data Analyst,2023-08-18 07:14:07,India,"['sql', 'shell', 'python', 'sql server', 'oracle', 'redshift', 'aws', 'azure', 'unix']",72000.0
Data Analyst,2023-08-18 18:27:54,Germany,"['sql', 'sas', 'sas']",105650.0
Data Analyst,2023-04-11 17:00:01,United States,"['tableau', 'excel', 'wrike']",75000.0
Senior Data Engineer,2023-04-19 01:40:12,Mexico,"['python', 'sql', 'dynamodb', 'sql server', 'aws', 'spark', 'pyspark', 'docker']",147500.0
Data Scientist,2023-01-08 06:51:01,United States,"['r', 'python', 'neo4j', 'hadoop', 'git', 'svn', 'jira']",115000.0
Data Scientist,2023-09-28 23:03:35,United States,"['python', 'r', 'scala', 'sql', 'bigquery', 'spark', 'tableau']",171000.0
Business Analyst,2023-01-18 03:02:22,United States,"['sql', 'r', 'python', 'scala', 'javascript', 'sas', 'sas', 'nosql', 'cassandra', 'aws', 'redshift', 'snowflake', 'spark', 'microstrategy', 'spss', 'excel']",105800.0
Senior Data Scientist,2023-05-08 07:21:41,United Kingdom,['python'],120000.0
Data Scientist,2023-03-03 11:04:14,United States,"['python', 'java', 'sql', 'nosql', 'pytorch', 'tensorflow', 'keras', 'opencv', 'linux', 'word', 'excel', 'outlook', 'git']",90000.0
Data Scientist,2023-02-13 13:03:58,United States,['python'],144000.0
Data Scientist,2023-08-08 11:03:25,United States,"['sql', 'python', 'r', 'spark', 'hadoop']",165000.0
Senior Data Engineer,2023-07-26 20:45:20,Germany,"['sql', 'aws']",147500.0
Data Engineer,2023-06-15 15:22:31,United States,"['sql', 'sql server', 'snowflake', 'azure', 'databricks']",132500.0
Senior Data Analyst,2023-03-07 08:48:24,Romania,"['sql', 'react', 'node.js', 'angular', 'tableau', 'qlik', 'looker', 'npm']",111175.0
Business Analyst,2023-11-28 15:41:22,United States,"['excel', 'tableau', 'ssrs']",95000.0
Data Engineer,2023-01-09 20:35:56,Sudan,"['scala', 'python', 'docker']",205000.0
Data Analyst,2023-05-05 04:26:27,Israel,"['python', 'sql', 'snowflake', 'tableau']",111175.0
Data Scientist,2023-08-22 11:05:56,United States,"['hugging face', 'keras', 'pandas', 'tensorflow', 'numpy', 'react', 'fastapi', 'node', 'docker', 'kubernetes', 'jenkins', 'gitlab']",115000.0
Data Scientist,2023-07-25 13:03:36,United States,"['sql', 'python']",92500.0
Data Engineer,2023-03-17 07:32:01,Canada,"['sql', 'python']",90000.0
Data Engineer,2023-03-28 11:25:26,United Kingdom,"['sql', 'nosql', 'python', 'java', 'oracle', 'aws', 'redshift', 'power bi']",89100.0
Data Analyst,2023-03-14 17:03:09,United States,"['no-sql', 'sql']",95000.0
Senior Data Engineer,2023-08-25 04:06:42,United States,"['bash', 'aws', 'linux', 'excel']",150000.0
Data Scientist,2023-01-02 09:26:47,United Kingdom,"['python', 'sql', 'tableau', 'power bi']",192000.0
Senior Data Analyst,2023-09-06 13:53:33,United States,"['python', 'sql', 'vba', 'r', 'sas', 'sas', 'excel', 'power bi', 'tableau', 'powerpoint']",100000.0
Senior Data Scientist,2023-10-23 21:52:21,Sudan,"['python', 'r', 'scala', 'sql', 'azure', 'tensorflow', 'pytorch', 'mxnet', 'pyspark', 'spark', 'git', 'jira']",135000.0
Data Engineer,2023-03-07 15:32:16,United States,"['go', 'sql', 'sql server', 'tableau']",135000.0
Data Scientist,2023-05-06 07:03:10,United States,"['sql', 'python', 'excel', 'tableau']",111027.0
Data Scientist,2023-04-13 09:04:21,United States,"['sql', 'r', 'bigquery', 'rshiny', 'react', 'excel', 'spreadsheet']",150000.0
Data Scientist,2023-08-12 03:11:24,United States,"['sql', 'python', 'c', 'databricks', 'tableau', 'atlassian']",189000.0
Data Engineer,2023-04-04 13:55:51,Sudan,"['python', 'sql', 'snowflake', 'aws', 'tableau']",145000.0
Senior Data Scientist,2023-07-11 15:07:07,United States,"['python', 'sql', 'r', 'go', 'aws', 'spark', 'tensorflow', 'pytorch']",143000.0
Data Analyst,2023-08-28 16:01:47,United States,"['sas', 'sas', 'r', 'python', 'spss', 'tableau', 'word', 'powerpoint', 'excel']",55602.0
Data Scientist,2023-02-24 08:03:04,United States,"['python', 'sql', 'go', 'airflow']",175000.0
Data Analyst,2023-03-03 16:00:00,United States,['sql'],72500.0
Business Analyst,2023-08-18 17:01:02,United States,"['sql', 'sql server', 'db2', 'oracle', 'unix', 'windows', 'sap']",125000.0
Data Engineer,2023-03-08 13:06:58,United States,['qlik'],117500.0
Business Analyst,2023-03-08 11:05:34,Sweden,"['go', 'sas', 'sas', 'sql']",89100.0
Senior Data Scientist,2023-02-13 16:28:32,India,"['python', 'sql', 'snowflake', 'scikit-learn', 'pandas', 'airflow', 'excel']",157500.0
Data Analyst,2023-02-06 10:59:58,United States,"['excel', 'word', 'powerpoint']",115000.0
Data Scientist,2023-01-12 15:20:18,United States,"['c#', 'c++', 'python', 'hadoop', 'pandas', 'jupyter', 'windows', 'excel']",145000.0
Data Analyst,2023-01-10 11:00:23,United States,['excel'],125000.0
Data Analyst,2023-03-27 08:02:06,United States,['tableau'],122538.0
Data Analyst,2023-08-29 12:08:21,United States,"['sql', 'python', 'r', 'sas', 'sas']",115800.0
Software Engineer,2023-07-26 17:58:17,Japan,"['java', 'c++', 'python', 'scala']",64800.0
Data Scientist,2023-12-13 10:25:52,United States,"['c#', 'c++', 'hadoop', 'windows']",75000.0
Data Scientist,2023-07-26 11:01:06,United States,"['sql', 'python', 'r', 'spark', 'hadoop']",198500.0
Senior Data Scientist,2023-10-25 18:30:27,Sudan,"['python', 'sql', 'git']",155000.0
Data Analyst,2023-08-24 00:01:43,United States,"['excel', 'word', 'powerpoint']",71500.0
Data Engineer,2023-05-28 21:07:01,United States,"['sql', 'snowflake', 'bigquery', 'aws', 'redshift', 'azure', 'spark', 'pyspark', 'kafka', 'git']",151840.0
Data Scientist,2023-04-21 06:01:28,United States,"['sql', 'sql server', 'oracle', 'databricks', 'azure', 'tableau', 'power bi', 'excel', 'sap']",153450.0
Data Engineer,2023-01-19 18:57:11,France,"['scala', 'java', 'nosql', 'mongodb', 'mongodb', 'cassandra', 'dynamodb', 'couchdb', 'redis', 'azure', 'spark', 'kafka', 'hadoop', 'airflow']",147500.0
Senior Data Scientist,2023-05-31 20:15:59,Philippines,"['hadoop', 'excel']",79200.0
Machine Learning Engineer,2023-07-18 10:03:31,United States,"['java', 'c++', 'python', 'aws', 'flow']",179000.0
Data Engineer,2023-09-08 19:35:04,Sudan,"['sql', 'python', 'powershell', 'snowflake']",95000.0
Data Scientist,2023-07-18 14:02:23,United States,"['python', 'r']",168500.0
Data Scientist,2023-04-13 20:05:37,United States,"['sql', 'python', 'r', 'aws', 'tidyverse', 'matplotlib', 'tableau', 'git']",99000.0
Data Engineer,2023-12-19 17:01:20,United States,"['python', 'perl', 'java', 'sql', 'gcp', 'snowflake', 'tableau', 'looker', 'bitbucket', 'jenkins', 'git', 'jira', 'confluence']",186500.0
Data Engineer,2023-10-04 13:07:00,United States,"['sql', 'python', 'azure', 'tableau']",135000.0
Senior Data Engineer,2023-01-30 15:10:30,United States,"['azure', 'databricks', 'spark', 'hadoop']",135000.0
Senior Data Analyst,2023-09-13 15:00:01,United States,['sql'],125500.0
Machine Learning Engineer,2023-01-28 10:21:53,Germany,"['c++', 'python', 'matlab', 'spark', 'pytorch', 'tensorflow']",89100.0
Data Analyst,2023-06-26 17:01:31,United States,"['word', 'excel', 'powerpoint']",46238.3984375
Data Analyst,2023-04-06 17:00:12,United States,"['sql', 'python', 'postgresql', 'redshift', 'snowflake', 'tableau']",135000.0
Data Engineer,2023-11-22 07:05:07,United States,"['sql', 'python', 'java', 'spark', 'kafka', 'airflow']",137500.0
Data Engineer,2023-04-10 19:10:40,India,"['java', 'spark', 'hadoop']",93600.0
Software Engineer,2023-11-15 08:25:10,Taiwan,"['java', 'sql', 'aws', 'gcp', 'kubernetes', 'docker']",33455.0
Data Analyst,2023-07-22 06:59:58,United States,"['sql', 'python', 'r', 'excel', 'tableau']",82350.5
Senior Data Analyst,2023-05-04 22:26:44,United Arab Emirates,"['express', 'sheets', 'tableau']",111175.0
Data Engineer,2023-01-09 11:07:37,United States,"['sql', 'snowflake', 'power bi', 'ssrs']",150000.0
Senior Data Analyst,2023-04-27 15:01:44,United States,"['r', 'python', 'sas', 'sas', 'sql', 'tableau', 'qlik', 'power bi', 'looker']",100000.0
Data Analyst,2023-03-22 20:10:57,United States,"['azure', 'snowflake']",167500.0
Data Analyst,2023-06-22 18:28:14,Netherlands,"['sap', 'ms access', 'excel', 'outlook', 'powerpoint']",105000.0
Data Engineer,2023-04-26 09:38:15,Sudan,"['python', 'sql', 'snowflake', 'aws', 'airflow', 'jira']",120000.0
Data Scientist,2023-06-10 10:02:48,United States,"['python', 'sql', 'snowflake']",228000.0
Data Scientist,2023-04-12 14:20:45,United States,"['sql', 'python', 'flow']",192500.0
Data Scientist,2023-02-17 18:46:12,Poland,"['sql', 'r', 'python', 'hadoop', 'tableau']",131867.0
Data Engineer,2023-02-16 14:12:39,India,"['sql', 'bash', 'powershell', 'sql server', 'azure', 'chef', 'puppet', 'kubernetes']",79200.0
Senior Data Analyst,2023-07-28 12:00:17,United States,"['sql', 'python']",100000.0
Data Engineer,2023-02-23 09:18:45,United States,"['python', 'dynamodb', 'aws', 'linux', 'git']",147500.0
Data Scientist,2023-09-18 13:00:50,United States,"['sql', 'python', 'r', 'sas', 'sas', 'symphony']",125000.0
Senior Data Scientist,2023-09-26 15:18:24,Sudan,"['sql', 'snowflake']",160000.0
Data Engineer,2023-12-06 10:22:19,Sudan,"['ruby', 'ruby', 'java', 'javascript', 'html', 'css', 'mysql', 'aws', 'react', 'ruby on rails', 'node', 'jquery', 'github', 'jira']",150000.0
Data Analyst,2023-08-31 21:59:27,Colombia,['excel'],100500.0
Business Analyst,2023-12-10 18:13:03,United Kingdom,"['sql', 'qlik', 'alteryx', 'power bi', 'tableau']",57600.0
Data Scientist,2023-07-11 00:03:21,United States,"['python', 'sql', 'nosql', 'numpy', 'pandas', 'scikit-learn', 'pyspark', 'matplotlib', 'seaborn', 'spark', 'git']",150000.0
Data Analyst,2023-04-11 15:59:58,United States,"['sas', 'sas', 'windows', 'spss']",60000.0
Software Engineer,2023-02-27 13:16:19,Canada,"['typescript', 'python', 'aws', 'snowflake', 'bigquery', 'react', 'django', 'linux', 'tableau', 'looker', 'docker', 'kubernetes']",150000.0
Senior Data Engineer,2023-02-11 19:08:00,Sudan,"['go', 'bigquery', 'spark', 'airflow']",188602.5
Senior Data Scientist,2023-03-07 12:04:27,United States,"['python', 'sql', 'go', 'gcp', 'looker']",115000.0
Data Engineer,2023-03-15 06:12:27,India,"['python', 'aws', 'airflow', 'spark', 'express', 'splunk', 'docker', 'kubernetes', 'terraform', 'jenkins']",79200.0
Data Analyst,2023-05-17 21:01:04,United States,"['sql', 'excel']",75000.0
Data Engineer,2023-01-11 07:12:38,India,"['python', 'sql', 'pyspark']",98301.5
Data Engineer,2023-05-12 09:06:33,United States,"['python', 'typescript', 'javascript', 'r', 'html', 'css', 'pyspark', 'git']",115000.0
Data Scientist,2023-11-02 19:01:34,United States,"['python', 'r', 'sas', 'sas', 'sql', 'gcp', 'bigquery', 'excel']",128909.125
